School Name,Program Code,Program Name,Fellowships,fellowship hours,other awards,other award hours,stipends,stipend hours,tuition scholarships
Fine Arts,MM5054,Emphasis in Perform/Pedagogy,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,"4,211.00 ",,"7,000.00 ",15,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,"4,211.00 ",,"7,000.00 ",15,"4,094.00 "
Fine Arts,MA5142,Film,,,"4,211.00 ",,"4,198.00 ",15,"4,094.00 "
Fine Arts,MF5176,Graphic Design,,,"4,211.00 ",,"4,465.00 ",15,"4,094.00 "
Fine Arts,MF5171,Photography,,,"4,211.00 ",,"4,465.00 ",15,"4,094.00 "
Fine Arts,MF5052,Painting and Drawing,,,215.00 ,,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5174,Printmaking,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,"4,211.00 ",,"3,250.00 ",8,"4,094.00 "
Fine Arts,MF5174,Printmaking,,,"4,211.00 ",,"5,954.00 ",10,"4,094.00 "
Fine Arts,MF5052,Painting and Drawing,,,"4,211.00 ",,"4,465.00 ",10,"4,094.00 "
Fine Arts,MM5054,Emphasis in Perform/Pedagogy,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MF5171,Photography,,,215.00 ,,"4,465.00 ",15,"4,094.00 "
Fine Arts,MF5172,Ceramics,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MA5142,Film,,,"4,211.00 ",,"4,198.00 ",15,"4,094.00 "
Fine Arts,MA5142,Film,,,"4,211.00 ",,"2,799.00 ",10,"4,094.00 "
Fine Arts,MF5171,Photography,,,"4,211.00 ",,"5,955.00 ",20,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,215.00 ,,975.00 ,5,"3,119.00 "
Fine Arts,MF5174,Printmaking,,,"4,211.00 ",,"4,465.00 ",15,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,215.00 ,,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5185,Music Composition,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MF5172,Ceramics,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5142,Film,,,"4,211.00 ",,"4,198.00 ",15,"4,094.00 "
Fine Arts,MF5176,Graphic Design,,,"4,211.00 ",,"5,955.00 ",20,"4,094.00 "
Fine Arts,MA5142,Film,,,215.00 ,,"2,799.00 ",10,"4,094.00 "
Fine Arts,MF5135,Playwriting,,,"4,211.00 ",,"11,618.00 ",20,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,215.00 ,,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,215.00 ,,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,215.00 ,,"5,618.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,,,"2,458.00 ",0,
Fine Arts,MA5056,Arts Administration,,,215.00 ,,"5,618.00 ",20,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MA5142,Film,,,"4,211.00 ",,"2,799.00 ",10,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5142,Film,,,"4,211.00 ",,"4,198.00 ",15,"4,094.00 "
Fine Arts,MM5197,Perf-Collaborative Piano-Instr,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5054,Emphasis in Perform/Pedagogy,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"5,618.00 ",10,"4,094.00 "
Fine Arts,MM5184,Music Theory,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,"4,211.00 ",,"6,750.00 ",12,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MA5142,Film,,,215.00 ,,"2,799.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MM5054,Emphasis in Perform/Pedagogy,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5176,Graphic Design,,,215.00 ,,"4,465.00 ",15,"4,094.00 "
Fine Arts,MM5187,Music Therapy,,,215.00 ,,975.00 ,5,"3,119.00 "
Fine Arts,MA5146,Art History,,,215.00 ,,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5052,Painting and Drawing,,,215.00 ,,"4,465.00 ",10,"4,094.00 "
Fine Arts,MA5146,Art History,,,215.00 ,,"2,977.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,224.00 ,,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5187,Music Therapy,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MF5142,Film,,,"4,211.00 ",,"4,198.00 ",15,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"4,213.00 ",15,"4,094.00 "
Fine Arts,MF5130,Directing,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MF5171,Photography,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5130,Directing,,,"4,211.00 ",,"4,213.00 ",15,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5174,Printmaking,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5174,Printmaking,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5172,Ceramics,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5175,Sculpture,,,215.00 ,,"4,466.00 ",10,"4,094.00 "
Fine Arts,MF5174,Printmaking,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,215.00 ,,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5183,Music History and Literature,,,215.00 ,,975.00 ,5,"3,119.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"4,213.00 ",10,"4,094.00 "
Fine Arts,MF5052,Painting and Drawing,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5172,Ceramics,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,"4,211.00 ",,"6,500.00 ",12,"4,094.00 "
Fine Arts,MF5174,Printmaking,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5142,Film,,,"4,211.00 ",,"2,799.00 ",10,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,"4,211.00 ",,"6,750.00 ",12,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MM5054,Emphasis in Perform/Pedagogy,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MF5176,Graphic Design,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MF5142,Film,,,224.00 ,,"2,799.00 ",10,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MA5142,Film,,,"4,211.00 ",,"4,198.00 ",15,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5142,Film,,,215.00 ,,"2,799.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"4,213.00 ",15,"4,094.00 "
Fine Arts,MF5171,Photography,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5142,Film,,,"4,211.00 ",,"2,799.00 ",10,"4,094.00 "
Fine Arts,MF5175,Sculpture,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5175,Sculpture,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5052,Painting and Drawing,,,"4,211.00 ",,"5,396.00 ",10,"4,094.00 "
Fine Arts,MF5171,Photography,,,215.00 ,,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5175,Sculpture,,,"4,211.00 ",,"4,466.00 ",10,"4,094.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"4,213.00 ",10,"4,094.00 "
Fine Arts,MA5146,Art History,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MF5159,Production Design,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5187,Music Therapy,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"5,618.00 ",10,"4,094.00 "
Fine Arts,MF5132,Acting,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5185,Music Composition,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,"4,213.00 ",15,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,224.00 ,,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"2,977.00 ",10,"4,094.00 "
Fine Arts,MM5199,"Cond: Choral, Orchestral, Wind",,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MA5056,Arts Administration,,,215.00 ,,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5199,"Cond: Choral, Orchestral, Wind",,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MM5181,Music Performance,,,"4,211.00 ",,"5,618.00 ",20,"4,094.00 "
Fine Arts,MM5054,Emphasis in Perform/Pedagogy,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,MF5160,Production Technology,,,"4,211.00 ",,"2,809.00 ",10,"4,094.00 "
Fine Arts,PH5192,Interdisciplinary Arts,,,215.00 ,,"8,216.00 ",15,"4,094.00 "
Fine Arts,MM5182,Music Education,,,215.00 ,,"5,618.00 ",20,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,485.00 ,,215.00 ,,"7,667.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"7,667.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,,,"8,764.00 ",15,
Graduate,PH4910,Translational Biomedical Sci,,,,,"8,767.00 ",15,
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"10,167.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"7,667.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"7,667.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"7,667.00 ",10,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,215.00 ,,"8,263.00 ",15,"4,094.00 "
Graduate,PH6942,Individual Program of Study,,,"4,211.00 ",,"6,625.00 ",15,"4,094.00 "
Graduate,PH6942,Individual Program of Study,,,"4,211.00 ",,"6,000.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"7,667.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"7,667.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"5,211.00 ",,"9,600.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"7,667.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"4,211.00 ",,"12,333.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"5,211.00 ",,"9,600.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"5,211.00 ",,"9,600.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"5,211.00 ",,"9,600.00 ",15,"4,094.00 "
Graduate,PH4910,Translational Biomedical Sci,,,"5,211.00 ",,"9,600.00 ",15,"4,094.00 "
Graduate,PH6942,Individual Program of Study,,,"5,211.00 ",,"9,600.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MP4410,Public Administration,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MP4410,Public Administration,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MP4410,Public Administration,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"7,000.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MP4410,Public Administration,,,"4,211.00 ",,"5,500.00 ",20,"4,094.00 "
GVS Leadership & Pub Affairs,MP4410,Public Administration,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MP4410,Public Administration,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MP4410,Public Administration,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,975.00 ,5,"3,119.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,215.00 ,,"6,308.00 ",15,"4,094.00 "
GVS Leadership & Pub Affairs,MS6956,Environmental Studies,,,"4,211.00 ",,"6,308.00 ",15,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"6,750.00 ",20,"4,094.00 "
Health Sciences & Professions,PH5324,Speech-Language Science,,,,,"3,956.00 ",10,
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,500.00 ",15,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,500.00 ",15,"4,094.00 "
Health Sciences & Professions,AU5317,Audiology,,,215.00 ,,"2,378.00 ",10,"2,047.00 "
Health Sciences & Professions,MS8111,Physiology of Exercise,,,,,"6,012.00 ",15,
Health Sciences & Professions,DP8140,Physical Therapy,,,,,"6,012.00 ",15,
Health Sciences & Professions,AU5317,Audiology,,,215.00 ,,"2,378.00 ",10,"2,047.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,500.00 ",15,"4,094.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,MS6471,Food and Nutrition Sciences,,,215.00 ,,"4,500.00 ",20,"4,094.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"4,200.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8174,Athletic Training,,,215.00 ,,"3,900.00 ",20,"4,094.00 "
Health Sciences & Professions,MP8145,Public Health,,,215.00 ,,"4,300.00 ",10,"2,047.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,MP8145,Public Health,,,215.00 ,,"4,300.00 ",10,"2,047.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,MS6471,Food and Nutrition Sciences,,,215.00 ,,"4,500.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6469,Child and Family Studies,,,215.00 ,,"4,300.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6471,Food and Nutrition Sciences,,,215.00 ,,"3,900.00 ",20,"4,094.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,AU5317,Audiology,,,215.00 ,,"2,378.00 ",10,"2,047.00 "
Health Sciences & Professions,MP8145,Public Health,,,,,"6,750.00 ",20,
Health Sciences & Professions,MS6469,Child and Family Studies,,,220.00 ,,"4,300.00 ",10,"2,047.00 "
Health Sciences & Professions,AU5317,Audiology,,,224.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"4,000.00 ",20,"4,094.00 "
Health Sciences & Professions,AU5317,Audiology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"1,950.00 ",10,"2,047.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,224.00 ,,"5,200.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8147,Exercise Physiology Clinical,,,,,"1,300.00 ",0,
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"2,050.00 ",10,"2,047.00 "
Health Sciences & Professions,MS8147,Exercise Physiology Clinical,,,215.00 ,,"3,900.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,PH5325,Hearing Science,,,,,"7,911.00 ",20,
Health Sciences & Professions,MA5326,Speech Language Pathology,,,224.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"3,900.00 ",20,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,500.00 ",15,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"2,250.00 ",10,"2,047.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"2,250.00 ",10,"2,047.00 "
Health Sciences & Professions,MP8145,Public Health,,,"2,213.00 ",,"5,500.00 ",20,"2,047.00 "
Health Sciences & Professions,MP8145,Public Health,,,"4,211.00 ",,"4,800.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,250.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6469,Child and Family Studies,,,"4,211.00 ",,"4,300.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"6,000.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,610.00 ",20,"4,094.00 "
Health Sciences & Professions,AU5317,Audiology,,,"2,213.00 ",,"2,311.00 ",10,"2,047.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"5,200.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"6,000.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,610.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,224.00 ,,"4,516.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,100.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,610.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"6,000.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,224.00 ,,"6,000.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"4,520.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,250.00 ",20,"4,094.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,610.00 ",20,"4,094.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,243.00 ",10,"2,047.00 "
Health Sciences & Professions,AU5317,Audiology,,,215.00 ,,"2,311.00 ",10,"2,047.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,"4,211.00 ",,"4,200.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6471,Food and Nutrition Sciences,,,215.00 ,,"2,250.00 ",10,"2,047.00 "
Health Sciences & Professions,MS6469,Child and Family Studies,,,215.00 ,,"4,300.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6471,Food and Nutrition Sciences,,,215.00 ,,"4,350.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8147,Exercise Physiology Clinical,,,215.00 ,,"4,350.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,520.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,100.00 ",15,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,100.00 ",15,"4,094.00 "
Health Sciences & Professions,AU5317,Audiology,,,215.00 ,,"4,500.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,100.00 ",15,"4,094.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,175.00 ",10,"2,047.00 "
Health Sciences & Professions,MS8181,Exercise Physiology Human Perf,,,"4,211.00 ",,"3,900.00 ",20,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"2,050.00 ",10,"2,047.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,"2,213.00 ",,"2,050.00 ",10,"2,047.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,100.00 ",15,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"2,175.00 ",10,"2,047.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,"2,213.00 ",,"1,950.00 ",10,"2,047.00 "
Health Sciences & Professions,MA5326,Speech Language Pathology,,,215.00 ,,"6,750.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,012.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"4,400.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,360.00 ",20,"4,094.00 "
